first_name,last_name,birth_date,from_date,to_date,title
Shuichi,Anick,1965-01-22,1985-11-24,1999-10-26,Engineer
Francoise,Rullman,1965-01-21,1997-12-30,2000-01-12,Staff
Aiichiro,Cromarty,1965-01-22,1995-06-10,9999-01-01,Engineer
Byong,Gustavson,1965-01-16,1985-03-12,9999-01-01,Senior Engineer
Xiaocheng,Suermann,1965-01-26,1997-12-15,9999-01-01,Engineer
Ashish,Vidya,1965-01-29,1989-06-16,9999-01-01,Engineer
Lena,Lenart,1965-01-22,1990-12-25,9999-01-01,Senior Staff
Otmar,Engberts,1965-01-11,1993-08-16,9999-01-01,Senior Staff
Masami,Puoti,1965-01-12,2000-01-21,9999-01-01,Senior Engineer
Yuchang,Eldridge,1965-01-21,1986-08-01,9999-01-01,Senior Staff
Yannik,Spelt,1965-01-05,1992-09-22,9999-01-01,Technique Leader
Abdelwaheb,Denis,1965-01-10,1993-09-10,9999-01-01,Engineer
Horward,Marzano,1965-01-14,1996-04-11,9999-01-01,Staff
Jianhao,Molenaar,1965-01-21,1987-10-22,9999-01-01,Engineer
Panayotis,Lukaszewicz,1965-01-02,1989-06-06,9999-01-01,Engineer
Shay,Servieres,1965-02-01,1998-08-06,9999-01-01,Senior Staff
Mokhtar,Poupard,1965-01-26,1992-02-02,9999-01-01,Technique Leader
Jiong,Garnham,1965-01-24,1990-01-02,9999-01-01,Senior Staff
Almudena,Genin,1965-01-09,1986-09-26,2001-11-06,Senior Staff
Eckart,Foong,1965-01-17,1989-11-26,1996-01-28,Staff
Unal,DuBourdieux,1965-01-16,1996-03-13,9999-01-01,Engineer
Kristine,Bierman,1965-01-18,1988-05-13,9999-01-01,Technique Leader
Aemilian,Kusalik,1965-01-30,1987-05-27,9999-01-01,Engineer
Marsal,Acton,1965-01-06,1995-08-02,9999-01-01,Staff
Subhrajyoti,Denna,1965-01-29,1996-07-25,9999-01-01,Staff
Moie,Zastre,1965-01-22,1991-10-11,9999-01-01,Technique Leader
Susanna,Reeken,1965-01-16,1998-03-16,9999-01-01,Senior Staff
Demos,Asser,1965-01-17,1985-11-04,9999-01-01,Senior Engineer
Reinhard,Slaats,1965-01-09,1994-06-08,9999-01-01,Engineer
Poorav,Laventhal,1965-01-23,1997-08-16,9999-01-01,Staff
Sibyl,Rabehasaina,1965-01-06,1998-02-23,9999-01-01,Senior Staff
Poornachandra,Zielinski,1965-01-08,1996-02-13,9999-01-01,Senior Staff
Yuping,Babb,1965-01-23,1995-01-31,9999-01-01,Senior Staff
Shigenori,Deville,1965-01-25,1992-12-24,9999-01-01,Technique Leader
Nahid,Gyimothy,1965-01-07,1995-08-18,9999-01-01,Staff
Perla,Orlowska,1965-01-17,1998-10-13,9999-01-01,Senior Engineer
Tesuya,dAstous,1965-01-23,1988-11-29,9999-01-01,Engineer
Saddek,Farris,1965-01-13,1990-11-06,9999-01-01,Senior Staff
Abdulah,Pocchiola,1965-01-28,1996-08-28,9999-01-01,Engineer
Djenana,Marrevee,1965-01-06,1994-02-06,9999-01-01,Engineer
Szabolcs,Georgatos,1965-01-15,1999-08-16,2000-02-06,Engineer
Sangeeta,Kalefeld,1965-01-17,1990-06-06,9999-01-01,Senior Staff
Stein,Uludag,1965-01-21,1988-01-30,9999-01-01,Senior Staff
Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01,Senior Engineer
Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01,Senior Engineer
Valdiodio,Schlumberger,1965-01-15,1993-08-07,9999-01-01,Assistant Engineer
Badri,Schapire,1965-02-01,1998-01-19,9999-01-01,Assistant Engineer
Lein,Delaune,1965-01-24,1990-06-30,1991-09-14,Senior Staff
Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01,Senior Engineer
Annemarie,Zallocco,1965-01-10,1990-05-28,1996-12-01,Engineer
Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01,Senior Engineer
Gopalakrishnan,Suermann,1965-01-28,1991-04-30,9999-01-01,Engineer
Leaf,Awdeh,1965-01-07,1985-02-20,1992-10-02,Senior Staff
Hidefumi,Moehrke,1965-01-20,1998-03-04,9999-01-01,Staff
Chiranjit,Dredge,1965-02-01,1999-09-05,9999-01-01,Technique Leader
Annemarie,Bressoud,1965-01-02,1998-06-23,9999-01-01,Engineer
Perry,Chachaty,1965-01-29,1985-07-22,9999-01-01,Engineer
True,Shobatake,1965-01-24,1996-05-17,9999-01-01,Senior Staff
George,Miake,1965-01-05,1988-01-02,9999-01-01,Senior Staff
Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01,Senior Staff
Masasuke,Genin,1965-01-13,1994-06-25,9999-01-01,Assistant Engineer
Ipke,Kieras,1965-01-08,1995-12-18,9999-01-01,Engineer
Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01,Senior Engineer
Mooi,Cooman,1965-01-19,1989-06-07,9999-01-01,Engineer
Giordano,Gini,1965-01-28,1993-08-14,9999-01-01,Technique Leader
Herbert,Erva,1965-01-07,1986-09-06,9999-01-01,Engineer
Gio,Murtha,1965-01-12,1986-11-11,9999-01-01,Engineer
Macha,Schnabel,1965-01-11,1988-05-11,9999-01-01,Engineer
Mikhail,Rousseau,1965-01-30,1998-11-30,9999-01-01,Staff
Garnik,Luce,1965-01-23,1998-09-15,9999-01-01,Staff
Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01,Senior Staff
IEEE,Kroll,1965-01-18,1998-02-17,9999-01-01,Engineer
Yuriy,Plump,1965-01-09,1988-09-08,9999-01-01,Senior Staff
Bilhanan,Brendel,1965-01-03,1990-12-23,9999-01-01,Senior Staff
Takanari,Pelc,1965-01-03,1990-08-18,1992-09-25,Engineer
Nahla,Smailagic,1965-01-11,1991-11-22,1993-02-12,Engineer
Berry,Yurek,1965-01-08,1995-08-16,9999-01-01,Senior Staff
Filipe,Erol,1965-01-30,1997-07-11,1999-08-15,Senior Engineer
Fabrizio,Lichtman,1965-01-21,1987-02-09,9999-01-01,Engineer
Harjit,Terekhov,1965-01-27,1995-10-19,9999-01-01,Staff
Kwangho,Petereit,1965-01-07,1999-08-10,2000-05-06,Engineer
Dulce,Magliocco,1965-01-07,1987-02-13,1987-02-23,Staff
Pohua,Tasistro,1965-01-03,1994-11-04,9999-01-01,Technique Leader
Paloma,Henseler,1965-01-15,1991-06-11,9999-01-01,Engineer
Gilbert,Kilgour,1965-01-11,1996-04-05,9999-01-01,Staff
Moni,Schach,1965-01-03,1986-07-04,9999-01-01,Senior Staff
Mokhtar,Sherertz,1965-01-08,1988-06-09,1995-11-08,Senior Staff
Ewing,Millington,1965-01-23,1999-09-28,9999-01-01,Engineer
Jamaludin,Fordan,1965-01-19,1992-02-06,9999-01-01,Engineer
Tadahiro,Backhouse,1965-01-07,1991-10-02,9999-01-01,Engineer
Bezalel,Radivojevic,1965-01-31,1988-07-02,9999-01-01,Senior Staff
Renny,Alameldin,1965-01-14,1997-09-28,9999-01-01,Assistant Engineer
Yinghua,Lorho,1965-01-31,1991-08-09,9999-01-01,Senior Staff
Kolar,Puppo,1965-01-15,1990-04-25,9999-01-01,Engineer
Shahar,Negoita,1965-01-17,1994-03-19,9999-01-01,Senior Staff
Dietrich,Crabtree,1965-01-14,1986-05-24,9999-01-01,Senior Staff
Toshiki,Raney,1965-01-20,1997-07-03,2000-03-21,Staff
Takushi,Brattka,1965-01-02,1999-03-09,1999-06-03,Staff
Torsten,Slobodova,1965-01-01,1992-07-20,2000-04-01,Assistant Engineer
Trygve,Siksek,1965-01-22,1995-11-09,9999-01-01,Staff
Nectarios,Pramanik,1965-01-28,1999-11-18,9999-01-01,Assistant Engineer
Chandrasekaran,Pearson,1965-01-07,1995-04-14,9999-01-01,Staff
Goetz,Alvarado,1965-01-28,1988-12-25,9999-01-01,Engineer
Etsuo,Anandan,1965-01-29,1989-12-13,9999-01-01,Senior Staff
Nitsan,Rouquie,1965-01-11,1988-08-01,9999-01-01,Engineer
Nikolaus,Yetto,1965-01-04,1990-09-22,1992-08-22,Staff
Peternela,Klerer,1965-01-31,1986-06-06,1994-06-08,Staff
Barry,Ramsak,1965-01-23,1990-09-07,9999-01-01,Engineer
Tesuya,Bugrara,1965-01-14,1993-02-13,9999-01-01,Assistant Engineer
Alselm,Gargeya,1965-01-20,1987-12-25,9999-01-01,Senior Engineer
Murthy,Angiulli,1965-01-18,1986-08-02,1998-07-21,Engineer
Khalid,Lenart,1965-01-06,1995-12-24,9999-01-01,Engineer
Fay,Sundgren,1965-01-16,1990-07-07,9999-01-01,Senior Staff
Etsuo,Usery,1965-01-12,1995-03-02,9999-01-01,Engineer
Seongbae,Sluis,1965-01-10,1988-09-22,1997-06-10,Senior Staff
Cedric,Riefers,1965-01-17,1994-09-08,9999-01-01,Engineer
Zissis,Lodder,1965-01-14,2000-05-27,9999-01-01,Engineer
Kotesh,Chachaty,1965-01-20,1991-03-25,9999-01-01,Engineer
Baziley,Ballarin,1965-01-30,1987-07-28,9999-01-01,Senior Staff
Kellie,Heydon,1965-01-01,1985-11-11,9999-01-01,Engineer
Luerbio,Terkki,1965-01-07,1991-05-14,9999-01-01,Senior Staff
Tzu,Impagliazzo,1965-01-20,1990-11-14,1993-12-05,Staff
Foong,Aamodt,1965-01-31,1986-06-28,9999-01-01,Senior Engineer
Irena,Dratva,1965-01-17,1991-09-07,9999-01-01,Senior Staff
Sverrir,Gyimothy,1965-01-21,1995-07-30,9999-01-01,Senior Staff
Keiichiro,Feldmann,1965-01-31,1997-12-20,1998-12-30,Staff
Gro,Prochazka,1965-01-06,1992-10-16,9999-01-01,Engineer
Anneli,Joslin,1965-01-09,1987-04-12,9999-01-01,Senior Engineer
Gio,Heuser,1965-01-05,1992-06-28,9999-01-01,Senior Staff
Tianruo,Speer,1965-01-17,1985-10-30,1989-03-26,Staff
Henk,Anger,1965-02-01,1993-01-19,9999-01-01,Senior Staff
Sampalli,Bergere,1965-01-17,1994-04-08,9999-01-01,Senior Engineer
Jayesh,Spinelli,1965-01-03,1999-01-16,9999-01-01,Senior Engineer
IEEE,Raczkowsky,1965-01-31,1996-07-24,9999-01-01,Technique Leader
Berna,Nanard,1965-01-20,1989-08-20,1991-03-18,Senior Engineer
Yechezkel,Maginnis,1965-01-17,1992-12-11,9999-01-01,Senior Staff
Insup,Reinhard,1965-01-11,1985-04-08,9999-01-01,Senior Staff
Almudena,Rijckaert,1965-01-28,1994-02-16,9999-01-01,Engineer
Huan,Olivero,1965-01-27,1999-11-19,9999-01-01,Staff
Adel,Foote,1965-01-17,2000-03-20,9999-01-01,Staff
Brendon,Fritzsche,1965-01-24,1998-01-19,1999-12-18,Staff
Guadalupe,Perri,1965-01-24,1996-06-27,1999-08-21,Technique Leader
Annemarie,Irland,1965-01-25,1991-07-30,1996-09-04,Staff
Miomir,Frezza,1965-01-12,1991-05-25,9999-01-01,Technique Leader
Uno,Suppi,1965-01-09,1996-12-27,9999-01-01,Staff
Vishv,Angelov,1965-01-10,1988-03-08,9999-01-01,Senior Staff
Minghong,Cronin,1965-01-09,1987-10-04,9999-01-01,Senior Staff
Tadahiko,Pocchiola,1965-01-11,1996-04-02,9999-01-01,Staff
Abdulla,Kitai,1965-01-13,1987-02-20,9999-01-01,Senior Staff
Susumu,Brender,1965-01-01,1993-04-17,9999-01-01,Engineer
Vesna,Fairtlough,1965-01-08,2002-05-07,9999-01-01,Engineer
Guangming,Marquardt,1965-01-18,1997-06-06,2001-03-21,Staff
Sugwoo,Michaels,1965-01-04,1992-08-02,9999-01-01,Engineer
Arunas,Bugrara,1965-01-15,1997-04-03,9999-01-01,Assistant Engineer
Bilhanan,Dusink,1965-01-23,1988-06-04,9999-01-01,Senior Staff
Oscal,Ernst,1965-01-30,1992-05-19,9999-01-01,Senior Staff
Heather,Luef,1965-01-27,1989-02-24,1992-07-14,Technique Leader
Mizuhito,Kobara,1965-02-01,1996-08-09,9999-01-01,Senior Staff
True,Tischendorf,1965-01-24,1986-01-19,9999-01-01,Engineer
Shrikanth,Ramaiah,1965-01-16,1995-05-12,2000-10-15,Engineer
Kolar,Greenaway,1965-01-23,1998-11-14,9999-01-01,Staff
Mack,Staylopatis,1965-01-14,1985-04-02,9999-01-01,Engineer
Temple,Cyre,1965-01-02,1992-09-30,9999-01-01,Senior Staff
Francesca,Chorvat,1965-01-06,1985-03-03,1992-03-17,Senior Staff
Cedric,Molenaar,1965-01-23,1990-10-06,9999-01-01,Engineer
Jagoda,Anguita,1965-01-15,1993-05-11,9999-01-01,Senior Engineer
Uri,Lampe,1965-01-29,2001-12-11,9999-01-01,Senior Staff
Emran,Miara,1965-01-18,1989-05-02,9999-01-01,Engineer
Atilio,Olivero,1965-01-28,1985-09-04,9999-01-01,Engineer
Limsoon,Boudaillier,1965-01-30,1999-08-08,9999-01-01,Senior Engineer
Bluma,Fetvedt,1965-01-11,1992-02-03,2001-11-14,Senior Staff
Wuxu,Poupard,1965-02-01,1994-02-15,1995-09-25,Staff
Maya,Anandan,1965-01-20,1996-06-28,1997-11-07,Staff
Herb,Murrill,1965-01-09,1999-09-27,2001-10-28,Senior Engineer
Tomokazu,Pargas,1965-01-12,1996-11-15,9999-01-01,Assistant Engineer
Richara,Sudkamp,1965-01-05,1989-09-05,9999-01-01,Senior Staff
Hidde,Papsdorf,1965-01-21,1998-11-07,1998-11-23,Senior Staff
Miyeon,Burnard,1965-01-11,1985-02-07,1985-12-13,Engineer
Bingning,Iisaku,1965-01-08,1989-06-26,9999-01-01,Senior Staff
Frazer,Flanders,1965-01-18,1995-08-25,2000-09-25,Engineer
Kazuyasu,Levergood,1965-01-11,1996-02-10,9999-01-01,Engineer
Paddy,Nittel,1965-01-04,1999-11-10,2000-04-14,Engineer
Bowen,Deverell,1965-01-02,1998-12-27,9999-01-01,Senior Staff
Kazunori,Perz,1965-02-01,1999-02-25,9999-01-01,Senior Engineer
Abdulah,Lodder,1965-01-04,1996-11-10,9999-01-01,Senior Staff
Marjo,Delgrange,1965-01-16,1990-06-24,9999-01-01,Senior Staff
Arch,Basawa,1965-01-09,1998-05-10,9999-01-01,Staff
Mokhtar,Rebaine,1965-01-10,1991-07-23,9999-01-01,Senior Staff
Masoud,Suwa,1965-01-22,1989-11-25,1998-10-10,Senior Staff
Boaz,Seuren,1965-01-31,1987-03-27,9999-01-01,Senior Staff
Rosli,Butner,1965-01-25,1991-03-20,9999-01-01,Assistant Engineer
Poorav,Clouatre,1965-01-27,1996-05-06,9999-01-01,Senior Engineer
Shigenori,Hertweck,1965-01-15,1987-04-13,9999-01-01,Engineer
Arunachalam,Oppitz,1965-01-04,1986-05-20,9999-01-01,Senior Staff
Filipp,Winter,1965-01-23,1996-10-24,9999-01-01,Engineer
Gift,Bottner,1965-01-31,1995-03-04,9999-01-01,Senior Staff
Manohar,Kilgore,1965-01-18,1998-11-17,9999-01-01,Staff
Zhongwei,Melski,1965-01-30,1987-09-04,9999-01-01,Engineer
George,Casperson,1965-01-09,2000-01-20,9999-01-01,Staff
Alper,Tiemann,1965-01-06,1998-10-29,9999-01-01,Engineer
Shuzo,Czaja,1965-01-04,1997-11-29,9999-01-01,Staff
Tianruo,Strooper,1965-01-09,1993-10-28,2001-12-07,Senior Staff
Shih,Shanbhogue,1965-01-27,1998-04-19,9999-01-01,Staff
Seongbae,Schahn,1965-01-17,1992-12-10,9999-01-01,Senior Staff
Xiaobin,Narlikar,1965-01-23,1992-02-14,9999-01-01,Senior Staff
Tzu,Bakhtari,1965-01-28,1994-03-18,9999-01-01,Engineer
Masako,Bahk,1965-01-16,1997-07-31,9999-01-01,Engineer
Chiranjit,Constantine,1965-01-04,1997-05-25,9999-01-01,Engineer
Xiong,Anick,1965-01-02,1991-04-23,9999-01-01,Senior Staff
Abdelghani,Lagarias,1965-01-15,1985-09-06,9999-01-01,Engineer
Valeska,Lupu,1965-01-31,1998-09-21,2002-04-06,Staff
Sajjan,Falby,1965-01-05,1996-08-29,9999-01-01,Staff
Jaana,Milicia,1965-02-01,1985-06-02,9999-01-01,Senior Staff
Snehasis,Muhlberg,1965-02-01,1994-12-25,9999-01-01,Senior Staff
Percy,Sudbeck,1965-01-29,1996-08-29,9999-01-01,Assistant Engineer
Hideyuki,Decleir,1965-01-21,1994-05-04,9999-01-01,Senior Engineer
Ute,Pokrovskii,1965-01-26,1997-06-09,9999-01-01,Staff
Ayonca,Matzov,1965-01-16,1988-06-03,9999-01-01,Engineer
Gopalakrishnan,Pehl,1965-01-06,1995-03-15,2001-06-10,Engineer
Dmitry,Velardi,1965-01-07,1995-10-20,9999-01-01,Engineer
Nechama,Gaughan,1965-01-12,1993-07-09,9999-01-01,Assistant Engineer
Jolita,Neimat,1965-01-04,1993-12-27,9999-01-01,Engineer
Steen,Gubsky,1965-01-15,1989-01-14,9999-01-01,Senior Staff
Georgi,Luiz,1965-01-21,1991-06-10,9999-01-01,Engineer
Ranga,Sommen,1965-01-27,1989-01-20,9999-01-01,Senior Staff
Alexius,Plavsic,1965-01-14,2000-01-17,9999-01-01,Senior Engineer
Kish,Turnbull,1965-01-27,1987-02-10,9999-01-01,Engineer
Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01,Senior Staff
Yucel,Bernini,1965-01-07,1993-02-19,9999-01-01,Engineer
Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01,Senior Staff
Divier,Kumaresan,1965-01-11,1992-12-05,9999-01-01,Senior Staff
Utpal,DuBourdieux,1965-01-01,1997-11-19,9999-01-01,Technique Leader
Shichao,Iwayama,1965-01-20,1989-10-17,9999-01-01,Assistant Engineer
Bezalel,Tsunoo,1965-01-06,1992-06-17,9999-01-01,Senior Staff
Moty,Sommen,1965-01-05,1990-08-14,9999-01-01,Senior Engineer
Mitsuyuki,Zockler,1965-01-01,1998-09-14,9999-01-01,Technique Leader
Chaosheng,Conta,1965-01-01,1997-04-14,9999-01-01,Assistant Engineer
Zito,Alvarado,1965-01-15,1986-07-07,2000-09-18,Senior Staff
Gill,Niizuma,1965-01-07,1994-10-08,9999-01-01,Engineer
Keung,Simmel,1965-01-30,1995-11-17,2002-06-24,Technique Leader
Sanjeeva,Peron,1965-01-01,1993-12-26,9999-01-01,Engineer
Sachem,McDermid,1965-01-12,1987-04-30,1987-12-02,Senior Engineer
Thodoros,Thimonier,1965-01-13,1995-04-05,9999-01-01,Engineer
Insup,Hainaut,1965-01-05,1998-02-11,9999-01-01,Staff
Stafford,Terlouw,1965-01-28,1999-02-21,9999-01-01,Assistant Engineer
Huiqun,Trystram,1965-01-04,1993-05-10,9999-01-01,Senior Engineer
Gunilla,Brendel,1965-01-16,1992-04-10,9999-01-01,Engineer
Armond,Lores,1965-01-24,1999-09-16,9999-01-01,Technique Leader
Mamdouh,Lodder,1965-01-08,1986-03-23,1991-12-09,Staff
Mohan,Chepyzhov,1965-01-03,1995-04-06,1996-05-26,Senior Engineer
Tonny,Couchot,1965-01-24,1994-12-12,9999-01-01,Staff
Serenella,Couchot,1965-01-31,1997-03-15,2001-01-25,Senior Staff
Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01,Senior Engineer
Oldrich,Cyre,1965-01-20,1985-02-10,9999-01-01,Engineer
Heejo,Merle,1965-01-31,1997-09-04,9999-01-01,Technique Leader
Duke,Picaronny,1965-01-20,1995-03-23,1995-04-05,Staff
Halsur,Brodal,1965-01-01,1997-11-22,9999-01-01,Engineer
Bezalel,Jording,1965-01-10,1991-01-16,1998-11-19,Staff
Hongzue,Barbanera,1965-01-03,1987-06-17,9999-01-01,Senior Staff
Ioana,Jakobus,1965-01-03,1990-08-10,9999-01-01,Engineer
Heather,Pehl,1965-01-03,1993-09-15,9999-01-01,Staff
Stabislas,Pardalos,1965-01-24,1989-06-21,9999-01-01,Engineer
Pascal,Bernatsky,1965-01-06,1988-09-03,9999-01-01,Senior Staff
Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01,Senior Staff
Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01,Senior Staff
Adhemar,Dalphin,1965-01-16,1990-06-02,2000-08-26,Senior Staff
Sushant,Riefers,1965-01-26,1987-12-05,1998-01-08,Engineer
Mountaz,Reinhart,1965-01-07,2001-07-03,9999-01-01,Engineer
Mariusz,Zolotykh,1965-01-17,1990-07-28,9999-01-01,Senior Staff
Tayeb,Veevers,1965-01-17,1986-10-10,1991-05-24,Staff
Jaber,Falco,1965-01-05,1995-10-01,1995-10-11,Engineer
Weiwu,Butner,1965-01-04,1995-02-14,9999-01-01,Staff
Przemyslawa,Esposito,1965-01-11,1992-02-27,9999-01-01,Engineer
Xiaoqiang,Farrow,1965-01-12,1997-01-01,9999-01-01,Staff
Palash,Gammage,1965-01-27,1987-10-23,9999-01-01,Senior Staff
Xiahua,Gomatam,1965-01-22,1989-12-01,9999-01-01,Senior Engineer
Shuichi,Marrakchi,1965-01-27,1990-08-21,9999-01-01,Senior Staff
Conal,Magliocco,1965-01-21,1992-05-09,9999-01-01,Senior Staff
Stepehn,Bouloucos,1965-01-24,1991-09-17,1993-12-13,Senior Staff
Kwok,Journel,1965-01-16,1997-12-22,1999-02-27,Staff
Mingdong,Baar,1965-01-28,1991-10-14,9999-01-01,Technique Leader
Vugranam,Beausoleil,1965-01-22,1998-05-14,9999-01-01,Staff
Reinhold,Rahier,1965-01-25,1995-06-06,1997-10-09,Engineer
Hatem,Birsak,1965-01-30,1989-04-10,9999-01-01,Senior Staff
Sasan,Brookner,1965-01-19,1996-09-03,9999-01-01,Senior Staff
Dzung,Pargas,1965-01-14,1990-05-17,9999-01-01,Technique Leader
Fei,Rebaine,1965-01-29,1995-05-05,1999-04-19,Senior Engineer
Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01,Senior Engineer
Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01,Engineer
Berni,Assaf,1965-01-11,1989-09-08,9999-01-01,Senior Staff
Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01,Engineer
Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01,Senior Engineer
Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01,Senior Staff
Wonhee,Vrecion,1965-01-16,1986-03-14,1996-08-28,Engineer
Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01,Senior Staff
Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01,Assistant Engineer
Mayuko,Vural,1965-01-03,1997-12-24,9999-01-01,Staff
Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01,Senior Staff
Subbu,Kaiserswerth,1965-01-07,1992-06-15,1999-03-08,Assistant Engineer
Jixiang,Loncour,1965-01-05,1994-03-16,2001-02-20,Engineer
Tamiya,Reutenauer,1965-01-04,1985-06-02,1992-04-10,Senior Engineer
Izaskun,Moffat,1965-01-19,1987-04-30,2001-08-14,Senior Staff
Pramod,Bierman,1965-01-04,1997-12-12,9999-01-01,Engineer
Kayoko,Attimonelli,1965-01-16,1992-10-14,1999-01-20,Senior Staff
Piyush,Gill,1965-01-01,1995-02-20,9999-01-01,Engineer
Hideo,Buchter,1965-01-09,1999-05-01,9999-01-01,Staff
Danny,Lowrie,1965-01-22,1995-09-13,9999-01-01,Technique Leader
Dinkar,Sinicrope,1965-01-19,1985-07-14,1985-12-22,Staff
Shakhar,Ranze,1965-01-03,1999-05-29,9999-01-01,Staff
Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01,Senior Engineer
Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01,Senior Engineer
Mechthild,Zongker,1965-01-17,1993-07-26,9999-01-01,Senior Staff
Abdulah,Horswill,1965-01-03,1999-06-12,2000-11-14,Engineer
Fusako,Schwartzbauer,1965-01-03,1985-04-07,9999-01-01,Senior Staff
Khalil,Mapelli,1965-01-16,1990-01-15,1992-04-06,Senior Engineer
Zdislav,Solares,1965-01-15,1990-12-14,9999-01-01,Assistant Engineer
Baoqiu,Tomescu,1965-01-25,1996-05-01,9999-01-01,Senior Engineer
Leandro,Swist,1965-01-03,1991-01-06,9999-01-01,Senior Staff
Noritoshi,Bakhtari,1965-01-13,1993-02-03,9999-01-01,Senior Staff
Siddarth,Luke,1965-01-04,1993-10-06,1994-07-06,Staff
Bogdan,Bahi,1965-01-10,1985-02-09,1999-02-13,Engineer
Navid,Staudhammer,1965-01-03,1992-10-18,9999-01-01,Senior Staff
Kensei,Salverda,1965-01-04,1993-05-25,9999-01-01,Engineer
Susuma,Kleiser,1965-01-31,1987-08-02,9999-01-01,Senior Staff
Miquel,Halloran,1965-01-15,1994-01-14,9999-01-01,Senior Staff
Fan,Marsiglia,1965-01-20,1989-09-03,9999-01-01,Engineer
Zsolt,Anily,1965-02-01,1985-08-19,9999-01-01,Senior Staff
Sumant,Nishimukai,1965-01-15,1991-03-28,9999-01-01,Senior Staff
Zvonko,Serdy,1965-01-23,1987-06-24,9999-01-01,Senior Staff
Anwar,Gubsky,1965-01-08,1993-08-09,9999-01-01,Senior Staff
Parke,Serna,1965-01-24,1985-03-29,1999-09-23,Senior Engineer
Mart,Plumb,1965-01-10,1986-04-21,9999-01-01,Senior Staff
Mokhtar,Sabnani,1965-01-11,1990-08-28,1997-02-04,Senior Staff
Toshimi,Kragelund,1965-01-26,1988-02-21,1994-07-05,Assistant Engineer
Moie,Tempesti,1965-01-09,1991-06-29,9999-01-01,Senior Staff
Susuma,Tagansky,1965-01-10,1995-01-22,9999-01-01,Engineer
Jordanka,Axelband,1965-01-06,1994-06-27,9999-01-01,Senior Staff
Mayuri,Flowers,1965-01-02,1997-05-12,2000-11-07,Staff
Irena,Kaiserswerth,1965-01-05,1987-09-05,9999-01-01,Senior Staff
Wojceich,Honglei,1965-01-25,1991-12-28,2000-05-01,Engineer
Narain,Mikschl,1965-01-28,1997-11-02,9999-01-01,Engineer
LiMin,Teitelbaum,1965-01-07,1990-11-01,9999-01-01,Engineer
Somnath,Uhrik,1965-01-04,1988-01-14,1994-12-09,Engineer
Vitali,Dayang,1965-01-23,1988-09-21,1992-10-21,Technique Leader
Rimli,Walston,1965-01-28,1996-01-28,1999-08-10,Staff
Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01,Senior Staff
Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01,Senior Staff
Shunichi,Baer,1965-01-19,1998-02-04,9999-01-01,Staff
Domenico,Wendorf,1965-02-01,1988-09-08,1990-09-10,Engineer
Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01,Senior Staff
Hatem,Bierbaum,1965-01-21,1999-09-07,2000-03-26,Staff
Taisook,Kampfer,1965-01-10,1997-11-30,9999-01-01,Engineer
Somnath,Nitsche,1965-01-10,1987-08-15,1999-10-10,Assistant Engineer
Odoardo,Tyugu,1965-01-16,1994-11-07,9999-01-01,Engineer
Yuchang,Busillo,1965-01-14,1986-03-30,1989-11-14,Engineer
Tsutomu,Neiman,1965-01-13,1986-05-05,1996-07-31,Senior Staff
Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01,Senior Staff
Surveyors,Muhling,1965-01-05,1999-07-19,9999-01-01,Engineer
Mitsuyuki,Isard,1965-01-10,2002-02-27,9999-01-01,Engineer
Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01,Senior Staff
Minghong,Candan,1965-02-01,1994-02-10,9999-01-01,Assistant Engineer
Divine,Hofmeyr,1965-01-26,1989-04-14,9999-01-01,Technique Leader
Yolla,Kobara,1965-01-08,1995-12-29,1997-04-16,Engineer
Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01,Engineer
Wayne,Baba,1965-01-10,1998-03-07,9999-01-01,Engineer
Hongzhu,Beetstra,1965-01-01,1997-08-18,9999-01-01,Senior Staff
Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01,Senior Staff
